PO_ID     ,CURRENCY_CODE,GROSS_AMOUNT        ,NET_AMOUNT          ,TAX_AMOUNT          ,LIFECYCLE_STATUS,OVERALL_STATUS
300000926,EUR          ,11252.64,9456,1796.64,N               ,P             
300000927,EUR          ,11666.69,9803.94,1862.75,N               ,P             
300000928,EUR          ,7936.89,6669.66,1267.23,N               ,P             
300000929,EUR          ,1651.72,1388,263.72,N               ,P             
300000930,EUR          ,13132.36,11035.6,2096.76,N               ,P             
300000931,EUR          ,8171.61,6866.9,1304.71,N               ,P             
300000932,EUR          ,8641.78,7262,1379.78,N               ,P             
300000933,EUR          ,15404.55,12945,2459.55,N               ,P             
300000934,EUR          ,2767.94,2326,441.94,N               ,P             
300000935,EUR          ,8745.31,7349,1396.31,N               ,P             
300000936,EUR          ,5363.33,4507,856.33,N               ,P             
300000937,EUR          ,6375.94,5357.93,1018.01,N               ,P             
300000938,EUR          ,5413.31,4549,864.31,N               ,P             
300000939,EUR          ,3283.21,2759,524.21,N               ,P             
300000940,EUR          ,16463.09,13834.53,2628.56,N               ,P             
300000941,EUR          ,4456.55,3745,711.55,N               ,P             
300000942,EUR          ,2069.17,1738.8,330.37,N               ,P             
300000943,EUR          ,2308.48,1939.9,368.58,N               ,P             
300000944,EUR          ,6262.97,5263,999.97,N               ,P             
300000945,EUR          ,3980.08,3344.6,635.48,N               ,P             
300000946,EUR          ,2457.23,2064.9,392.33,N               ,P             
300000947,EUR          ,1535.1,1290,245.1,N               ,P             
300000948,EUR          ,9599.61,8066.9,1532.71,N               ,P             
300000949,EUR          ,22350.58,18782,3568.58,N               ,P             
300000950,EUR          ,53414.34,44886,8528.34,N               ,P             
300000951,EUR          ,12208.56,10259.3,1949.26,N               ,P             
300000952,EUR          ,10491.04,8816,1675.04,N               ,P             
300000953,EUR          ,470,394.96,75.04,N               ,P             
300000954,EUR          ,2755.56,2315.6,439.96,N               ,P             
300000955,EUR          ,13132.36,11035.6,2096.76,N               ,P             
300000956,EUR          ,2904.79,2441,463.79,N               ,P             
300000957,EUR          ,2354.54,1978.6,375.94,N               ,P             
300000958,EUR          ,4347.01,3652.95,694.06,N               ,P             
300000959,EUR          ,947.24,796,151.24,N               ,P             
300000960,EUR          ,27504.47,23113,4391.47,N               ,P             
300000961,EUR          ,252.28,212,40.28,N               ,P             
300000962,EUR          ,108157.91,90889,17268.91,N               ,P             
300000963,EUR          ,19452.93,16347,3105.93,N               ,P             
300000964,EUR          ,5822.67,4893,929.67,N               ,P             
300000965,EUR          ,13876.59,11661,2215.59,N               ,P             
300000966,EUR          ,60698.33,51007,9691.33,N               ,P             
300000967,EUR          ,854.42,718,136.42,N               ,P             
300000968,EUR          ,3051.16,2564,487.16,N               ,P             
300000969,EUR          ,7360.39,6185.2,1175.19,N               ,P             
300000970,EUR          ,9292.66,7808.95,1483.71,N               ,P             
300000971,EUR          ,5015.85,4215,800.85,N               ,P             
300000972,EUR          ,3523.59,2961,562.59,N               ,P             
300000973,EUR          ,9698.13,8149.69,1548.44,N               ,P             
300000974,EUR          ,6117.69,5140.92,976.77,N               ,P             
300000975,EUR          ,2277.66,1914,363.66,N               ,P             
300000976,EUR          ,20253.8,17020,3233.8,N               ,P             
300000977,EUR          ,7575.54,6366,1209.54,N               ,P             
300000978,EUR          ,4715.92,3962.96,752.96,N               ,P             
300000979,EUR          ,7848.05,6595,1253.05,N               ,P             
300000980,EUR          ,487.9,410,77.9,N               ,P             
300000981,EUR          ,1351.84,1136,215.84,N               ,P             
300000982,EUR          ,8554.91,7189,1365.91,N               ,P             
300000983,EUR          ,5682.25,4775,907.25,N               ,P             
300000984,EUR          ,3769.92,3168,601.92,N               ,P             
300000985,EUR          ,2589.45,2176,413.45,N               ,P             
300000986,EUR          ,54034.33,45407,8627.33,N               ,P             
300000987,EUR          ,108157.91,90889,17268.91,N               ,P             
300000988,EUR          ,6840.71,5748.5,1092.21,N               ,P             
300000989,EUR          ,63073.57,53003,10070.57,N               ,P             
300000990,EUR          ,2248.99,1889.91,359.08,N               ,P             
300000991,EUR          ,3986.25,3349.79,636.46,N               ,P             
300000992,EUR          ,6700.89,5631,1069.89,N               ,P             
300000993,EUR          ,10073.19,8464.87,1608.32,N               ,P             
300000994,EUR          ,3283.13,2758.94,524.19,N               ,P             
300000995,EUR          ,1710.03,1437,273.03,N               ,P             
300000996,EUR          ,1864.71,1566.98,297.73,N               ,P             
300000997,EUR          ,5601.33,4707,894.33,N               ,P             
300000998,EUR          ,3944.81,3314.97,629.84,N               ,P             
300000999,EUR          ,3233.23,2717,516.23,N               ,P             
300001000,EUR          ,3913.91,3289,624.91,N               ,P             
300001001,EUR          ,43534.96,36584,6950.96,N               ,P             
300001002,EUR          ,18142.74,15246,2896.74,N               ,P             
300001003,EUR          ,6251.07,5253,998.07,N               ,P             
300001004,EUR          ,4467.94,3754.57,713.37,N               ,P             
300001005,EUR          ,6362.89,5346.96,1015.93,N               ,P             
300001006,EUR          ,4348.26,3654,694.26,N               ,P             
300001007,EUR          ,1857.5,1560.92,296.58,N               ,P             
300001008,EUR          ,2791.74,2346,445.74,N               ,P             
300001009,EUR          ,1427.76,1199.8,227.96,N               ,P             
300001010,EUR          ,7261.38,6102,1159.38,N               ,P             
300001011,EUR          ,475.52,399.6,75.92,N               ,P             
300001012,EUR          ,15621.13,13127,2494.13,N               ,P             
300001013,EUR          ,6320.04,5310.95,1009.09,N               ,P             
300001014,EUR          ,239.19,201,38.19,N               ,P             
300001015,EUR          ,13075.83,10988.1,2087.73,N               ,P             
300001016,EUR          ,1942.08,1632,310.08,N               ,P             
300001017,EUR          ,117.8,98.99,18.81,N               ,P             
300001018,EUR          ,19813.5,16650,3163.5,N               ,P             
300001019,EUR          ,8448.47,7099.56,1348.91,N               ,P             
300001020,EUR          ,3980.08,3344.6,635.48,N               ,P             
300001021,EUR          ,7625.52,6408,1217.52,N               ,P             
300001022,EUR          ,1535.1,1290,245.1,N               ,P             
300001023,EUR          ,1624.35,1365,259.35,N               ,P             
300001024,EUR          ,13781.39,11581,2200.39,N               ,P             
300001025,EUR          ,47582.15,39985,7597.15,N               ,P             
300001026,EUR          ,18190.34,15286,2904.34,N               ,P             
300001027,EUR          ,9182.04,7716,1466.04,N               ,P             
300001028,EUR          ,5806.01,4879,927.01,N               ,P             
300001029,EUR          ,1626.37,1366.7,259.67,N               ,P             
300001030,EUR          ,2691.78,2262,429.78,N               ,P             
300001031,EUR          ,4950.4,4160,790.4,N               ,P             
300001032,EUR          ,12020.19,10101,1919.19,N               ,P             
300001033,EUR          ,71973.58,60482,11491.58,N               ,P             
300001034,EUR          ,8751.26,7354,1397.26,N               ,P             
300001035,EUR          ,4938.5,4150,788.5,N               ,P             
300001036,EUR          ,3227.24,2711.97,515.27,N               ,P             
300001037,EUR          ,8542.94,7178.94,1364,N               ,P             
300001038,EUR          ,3485.98,2929.4,556.58,N               ,P             
300001039,EUR          ,6127.29,5148.98,978.31,N               ,P             
300001040,EUR          ,13274.68,11155.2,2119.48,N               ,P             
300001041,EUR          ,1933.73,1624.98,308.75,N               ,P             
300001042,EUR          ,2153.9,1810,343.9,N               ,P             
300001043,EUR          ,5622.75,4725,897.75,N               ,P             
300001044,EUR          ,20476.33,17207,3269.33,N               ,P             
300001045,EUR          ,90278.16,75864,14414.16,N               ,P             
300001046,EUR          ,12848.43,10797,2051.43,N               ,P             
300001047,EUR          ,1067.43,897,170.43,N               ,P             
300001048,EUR          ,5257.42,4418,839.42,N               ,P             
300001049,EUR          ,16756.39,14081,2675.39,N               ,P             
300001050,EUR          ,7349.35,6175.92,1173.43,N               ,P             
300001051,EUR          ,11252.64,9456,1796.64,N               ,P             
300001052,EUR          ,3140.41,2639,501.41,N               ,P             
300001053,EUR          ,6251.07,5253,998.07,N               ,P             
300001054,EUR          ,3944.82,3314.97,629.85,N               ,P             
300001055,EUR          ,125635.44,105576,20059.44,N               ,P             
300001056,EUR          ,974.61,819,155.61,N               ,P             
300001057,EUR          ,3669.96,3084,585.96,N               ,P             
300001058,EUR          ,7677.85,6451.97,1225.88,N               ,P             
300001059,EUR          ,3453.38,2902,551.38,N               ,P             
300001060,EUR          ,12644.94,10626,2018.94,N               ,P             
300001061,EUR          ,4598.16,3864,734.16,N               ,P             
300001062,EUR          ,722.23,606.91,115.32,N               ,P             
300001063,EUR          ,2354.54,1978.6,375.94,N               ,P             
300001064,EUR          ,10281.6,8640,1641.6,N               ,P             
300001065,EUR          ,213043.32,179028,34015.32,N               ,P             
300001066,EUR          ,222.41,186.9,35.51,N               ,P             
300001067,EUR          ,808.84,679.7,129.14,N               ,P             
300001068,EUR          ,4137.63,3477,660.63,N               ,P             
300001069,EUR          ,1995.63,1677,318.63,N               ,P             
300001070,EUR          ,11320.47,9513,1807.47,N               ,P             
300001071,EUR          ,12848.43,10797,2051.43,N               ,P             
300001072,EUR          ,514.08,432,82.08,N               ,P             
300001073,EUR          ,3260.6,2740,520.6,N               ,P             
300001074,EUR          ,6117.69,5140.92,976.77,N               ,P             
300001075,EUR          ,14307.48,12023.1,2284.38,N               ,P             
300001076,EUR          ,3510.74,2950.2,560.54,N               ,P             
300001077,EUR          ,8979.74,7546,1433.74,N               ,P             
300001078,EUR          ,5519.22,4638,881.22,N               ,P             
300001079,EUR          ,14102.69,11851,2251.69,N               ,P             
300001080,EUR          ,3483.13,2927,556.13,N               ,P             
300001081,EUR          ,53780.86,45194,8586.86,N               ,P             
300001082,EUR          ,4872.25,4094.33,777.92,N               ,P             
300001083,EUR          ,8811.95,7405,1406.95,N               ,P             
300001084,EUR          ,5033.7,4230,803.7,N               ,P             
300001085,EUR          ,4031.72,3388,643.72,N               ,P             
300001086,EUR          ,6282.82,5279.68,1003.14,N               ,P             
300001087,EUR          ,12603.29,10591,2012.29,N               ,P             
300001088,EUR          ,6178.48,5192,986.48,N               ,P             
300001089,EUR          ,7191.17,6043,1148.17,N               ,P             
300001090,EUR          ,19331.55,16245,3086.55,N               ,P             
300001091,EUR          ,3297.49,2771,526.49,N               ,P             
300001092,EUR          ,1463.58,1229.9,233.68,N               ,P             
300001093,EUR          ,7892.07,6631.99,1260.08,N               ,P             
300001094,EUR          ,5115.77,4298.97,816.8,N               ,P             
300001095,EUR          ,521.22,438,83.22,N               ,P             
300001096,EUR          ,3297.49,2771,526.49,N               ,P             
300001097,EUR          ,7775.46,6534,1241.46,N               ,P             
300001098,EUR          ,5234.8,4398.99,835.81,N               ,P             
300001099,EUR          ,24302.18,20422,3880.18,N               ,P             
300001100,EUR          ,5007.75,4208.2,799.55,N               ,P             
300001101,EUR          ,3653.3,3070,583.3,N               ,P             
300001102,EUR          ,4074.08,3423.6,650.48,N               ,P             
300001103,EUR          ,4696.93,3947,749.93,N               ,P             
300001104,EUR          ,8509.64,7150.96,1358.68,N               ,P             
300001105,EUR          ,6436.71,5409,1027.71,N               ,P             
300001106,EUR          ,2942.87,2473,469.87,N               ,P             
300001107,EUR          ,8509.67,7150.98,1358.69,N               ,P             
300001108,EUR          ,6053.53,5087,966.53,N               ,P             
300001109,EUR          ,1113.84,936,177.84,N               ,P             
300001110,EUR          ,660.4,554.95,105.45,N               ,P             
300001111,EUR          ,4676.7,3930,746.7,N               ,P             
300001112,EUR          ,7771.81,6530.93,1240.88,N               ,P             
300001113,EUR          ,11816.17,9929.55,1886.62,N               ,P             
300001114,EUR          ,4523.19,3801,722.19,N               ,P             
300001115,EUR          ,9935.31,8349,1586.31,N               ,P             
300001116,EUR          ,3982.93,3347,635.93,N               ,P             
300001117,EUR          ,3259.41,2739,520.41,N               ,P             
300001118,EUR          ,4249.49,3571,678.49,N               ,P             
300001119,EUR          ,7539.84,6336,1203.84,N               ,P             
300001120,EUR          ,11506.11,9669,1837.11,N               ,P             
300001121,EUR          ,3752.07,3153,599.07,N               ,P             
300001122,EUR          ,549.78,462,87.78,N               ,P             
300001123,EUR          ,2343.94,1969.7,374.24,N               ,P             
300001124,EUR          ,6298.57,5292.92,1005.65,N               ,P             
300001125,EUR          ,3510.75,2950.2,560.55,N               ,P             
300001126,EUR          ,11738.16,9864,1874.16,N               ,P             
300001127,EUR          ,13258.98,11142,2116.98,N               ,P             
300001128,EUR          ,16561.23,13917,2644.23,N               ,P             
300001129,EUR          ,3422.44,2876,546.44,N               ,P             
300001130,EUR          ,8745.31,7349,1396.31,N               ,P             
300001131,EUR          ,5961.53,5009.69,951.84,N               ,P             
300001132,EUR          ,31419.57,26403,5016.57,N               ,P             
300001133,EUR          ,7450.59,6261,1189.59,N               ,P             
300001134,EUR          ,3803.24,3196,607.24,N               ,P             
300001135,EUR          ,7134.01,5994.96,1139.05,N               ,P             
300001136,EUR          ,8212.15,6900.97,1311.18,N               ,P             
300001137,EUR          ,3257.03,2737,520.03,N               ,P             
300001138,EUR          ,2645.37,2223,422.37,N               ,P             
300001139,EUR          ,7022.19,5901,1121.19,N               ,P             
300001140,EUR          ,7650.51,6429,1221.51,N               ,P             
300001141,EUR          ,3986.25,3349.79,636.46,N               ,P             
300001142,EUR          ,3778.25,3175,603.25,N               ,P             
300001143,EUR          ,9599.61,8066.9,1532.71,N               ,P             
300001144,EUR          ,9859.15,8285,1574.15,N               ,P             
300001145,EUR          ,7388.11,6208.5,1179.61,N               ,P             
300001146,EUR          ,819.91,689,130.91,N               ,P             
300001147,EUR          ,5922.63,4977,945.63,N               ,P             
300001148,EUR          ,5696.53,4787,909.53,N               ,P             
300001149,EUR          ,9157.05,7695,1462.05,N               ,P             
300001150,EUR          ,4934.93,4147,787.93,N               ,P             
300001151,EUR          ,4934.93,4147,787.93,N               ,P             
300001152,EUR          ,2234.12,1877.4,356.72,N               ,P             
300001153,EUR          ,4928.98,4142,786.98,N               ,P             
300001154,EUR          ,2646.53,2223.97,422.56,N               ,P             
300001155,EUR          ,3527.05,2963.9,563.15,N               ,P             
300001156,EUR          ,3546.16,2979.97,566.19,N               ,P             
300001157,EUR          ,6539.05,5495,1044.05,N               ,P             
300001158,EUR          ,3340.33,2807,533.33,N               ,P             
300001159,EUR          ,3680.19,3092.6,587.59,N               ,P             
300001160,EUR          ,8745.31,7349,1396.31,N               ,P             
300001161,EUR          ,828.24,696,132.24,N               ,P             
300001162,EUR          ,584.29,491,93.29,N               ,P             
300001163,EUR          ,1765.88,1483.93,281.95,N               ,P             
300001164,EUR          ,8246.32,6929.68,1316.64,N               ,P             
300001165,EUR          ,2992.86,2515,477.86,N               ,P             
300001166,EUR          ,1520.46,1277.7,242.76,N               ,P             
300001167,EUR          ,808.84,679.7,129.14,N               ,P             
300001168,EUR          ,2203.88,1852,351.88,N               ,P             
300001169,EUR          ,7187.6,6040,1147.6,N               ,P             
300001170,EUR          ,3001.18,2522,479.18,N               ,P             
300001171,EUR          ,3090.42,2596.99,493.43,N               ,P             
300001172,EUR          ,3919.86,3294,625.86,N               ,P             
300001173,EUR          ,1397.06,1174,223.06,N               ,P             
300001174,EUR          ,20566.77,17283,3283.77,N               ,P             
300001175,EUR          ,36505.63,30677,5828.63,N               ,P             
300001176,EUR          ,11252.64,9456,1796.64,N               ,P             
300001177,EUR          ,11666.69,9803.94,1862.75,N               ,P             
300001178,EUR          ,7936.89,6669.66,1267.23,N               ,P             
300001179,EUR          ,1651.72,1388,263.72,N               ,P             
300001180,EUR          ,13132.36,11035.6,2096.76,N               ,P             
300001181,EUR          ,8171.61,6866.9,1304.71,N               ,P             
300001182,EUR          ,8641.78,7262,1379.78,N               ,P             
300001183,EUR          ,15404.55,12945,2459.55,N               ,P             
300001184,EUR          ,2767.94,2326,441.94,N               ,P             
300001185,EUR          ,8745.31,7349,1396.31,N               ,P             
300001186,EUR          ,5363.33,4507,856.33,N               ,P             
300001187,EUR          ,6375.94,5357.93,1018.01,N               ,P             
300001188,EUR          ,5413.31,4549,864.31,N               ,P             
300001189,EUR          ,3283.21,2759,524.21,N               ,P             
300001190,EUR          ,16463.09,13834.53,2628.56,N               ,P             
300001191,EUR          ,4456.55,3745,711.55,N               ,P             
300001192,EUR          ,2069.17,1738.8,330.37,N               ,P             
300001193,EUR          ,2308.48,1939.9,368.58,N               ,P             
300001194,EUR          ,6262.97,5263,999.97,N               ,P             
300001195,EUR          ,3980.08,3344.6,635.48,N               ,P             
300001196,EUR          ,2457.23,2064.9,392.33,N               ,P             
300001197,EUR          ,1535.1,1290,245.1,N               ,P             
300001198,EUR          ,9599.61,8066.9,1532.71,N               ,P             
300001199,EUR          ,22350.58,18782,3568.58,N               ,P             
300001200,EUR          ,53414.34,44886,8528.34,N               ,P             
300001201,EUR          ,12208.56,10259.3,1949.26,N               ,P             
300001202,EUR          ,10491.04,8816,1675.04,N               ,P             
300001203,EUR          ,470,394.96,75.04,N               ,P             
300001204,EUR          ,2755.56,2315.6,439.96,N               ,P             
300001205,EUR          ,13132.36,11035.6,2096.76,N               ,P             
300001206,EUR          ,2904.79,2441,463.79,N               ,P             
300001207,EUR          ,2354.54,1978.6,375.94,N               ,P             
300001208,EUR          ,4347.01,3652.95,694.06,N               ,P             
300001209,EUR          ,947.24,796,151.24,N               ,P             
300001210,EUR          ,27504.47,23113,4391.47,N               ,P             
300001211,EUR          ,252.28,212,40.28,N               ,P             
300001212,EUR          ,108157.91,90889,17268.91,N               ,P             
300001213,EUR          ,19452.93,16347,3105.93,N               ,P             
300001214,EUR          ,5822.67,4893,929.67,N               ,P             
300001215,EUR          ,13876.59,11661,2215.59,N               ,P             
300001216,EUR          ,60698.33,51007,9691.33,N               ,P             
300001217,EUR          ,854.42,718,136.42,N               ,P             
300001218,EUR          ,3051.16,2564,487.16,N               ,P             
300001219,EUR          ,7360.39,6185.2,1175.19,N               ,P             
300001220,EUR          ,9292.66,7808.95,1483.71,N               ,P             
300001221,EUR          ,5015.85,4215,800.85,N               ,P             
300001222,EUR          ,3523.59,2961,562.59,N               ,P             
300001223,EUR          ,9698.13,8149.69,1548.44,N               ,P             
300001224,EUR          ,6117.69,5140.92,976.77,N               ,P             
300001225,EUR          ,2277.66,1914,363.66,N               ,P             
300001226,EUR          ,20253.8,17020,3233.8,N               ,P             
300001227,EUR          ,7575.54,6366,1209.54,N               ,P             
300001228,EUR          ,4715.92,3962.96,752.96,N               ,P             
300001229,EUR          ,7848.05,6595,1253.05,N               ,P             
300001230,EUR          ,487.9,410,77.9,N               ,P             
300001231,EUR          ,1351.84,1136,215.84,N               ,P             
300001232,EUR          ,8554.91,7189,1365.91,N               ,P             
300001233,EUR          ,5682.25,4775,907.25,N               ,P             
300001234,EUR          ,3769.92,3168,601.92,N               ,P             
300001235,EUR          ,2589.45,2176,413.45,N               ,P             
300001236,EUR          ,54034.33,45407,8627.33,N               ,P             
300001237,EUR          ,108157.91,90889,17268.91,N               ,P             
300001238,EUR          ,6840.71,5748.5,1092.21,N               ,P             
300001239,EUR          ,63073.57,53003,10070.57,N               ,P             
300001240,EUR          ,2248.99,1889.91,359.08,N               ,P             
300001241,EUR          ,3986.25,3349.79,636.46,N               ,P             
300001242,EUR          ,6700.89,5631,1069.89,N               ,P             
300001243,EUR          ,10073.19,8464.87,1608.32,N               ,P             
300001244,EUR          ,3283.13,2758.94,524.19,N               ,P             
300001245,EUR          ,1710.03,1437,273.03,N               ,P             
300001246,EUR          ,1864.71,1566.98,297.73,N               ,P             
300001247,EUR          ,5601.33,4707,894.33,N               ,P             
300001248,EUR          ,3944.81,3314.97,629.84,N               ,P             
300001249,EUR          ,3233.23,2717,516.23,N               ,P             
300001250,EUR          ,3913.91,3289,624.91,N               ,P             
300001251,EUR          ,43534.96,36584,6950.96,N               ,P             
300001252,EUR          ,18142.74,15246,2896.74,N               ,P             
300001253,EUR          ,6251.07,5253,998.07,N               ,P             
300001254,EUR          ,4467.94,3754.57,713.37,N               ,P             
300001255,EUR          ,6362.89,5346.96,1015.93,N               ,P             
300001256,EUR          ,4348.26,3654,694.26,N               ,P             
300001257,EUR          ,1857.5,1560.92,296.58,N               ,P             
300001258,EUR          ,2791.74,2346,445.74,N               ,P             
300001259,EUR          ,1427.76,1199.8,227.96,N               ,P             
300001260,EUR          ,7261.38,6102,1159.38,N               ,P             
300001261,EUR          ,475.52,399.6,75.92,N               ,P             
300001262,EUR          ,15621.13,13127,2494.13,N               ,P             
300001263,EUR          ,6320.04,5310.95,1009.09,N               ,P             
300001264,EUR          ,239.19,201,38.19,N               ,P             
300001265,EUR          ,13075.83,10988.1,2087.73,N               ,P             
300001266,EUR          ,1942.08,1632,310.08,N               ,P             
300001267,EUR          ,117.8,98.99,18.81,N               ,P             
300001268,EUR          ,19813.5,16650,3163.5,N               ,P             
300001269,EUR          ,8448.47,7099.56,1348.91,N               ,P             
300001270,EUR          ,3980.08,3344.6,635.48,N               ,P             
300001271,EUR          ,7625.52,6408,1217.52,N               ,P             
300001272,EUR          ,1535.1,1290,245.1,N               ,P             
300001273,EUR          ,1624.35,1365,259.35,N               ,P             
300001274,EUR          ,13781.39,11581,2200.39,N               ,P             
300001275,EUR          ,47582.15,39985,7597.15,N               ,P             
300001276,EUR          ,18190.34,15286,2904.34,N               ,P             
300001277,EUR          ,9182.04,7716,1466.04,N               ,P             
300001278,EUR          ,5806.01,4879,927.01,N               ,P             
300001279,EUR          ,1626.37,1366.7,259.67,N               ,P             
300001280,EUR          ,2691.78,2262,429.78,N               ,P             
300001281,EUR          ,4950.4,4160,790.4,N               ,P             
300001282,EUR          ,12020.19,10101,1919.19,N               ,P             
300001283,EUR          ,71973.58,60482,11491.58,N               ,P             
300001284,EUR          ,8751.26,7354,1397.26,N               ,P             
300001285,EUR          ,4938.5,4150,788.5,N               ,P             
300001286,EUR          ,3227.24,2711.97,515.27,N               ,P             
300001287,EUR          ,8542.94,7178.94,1364,N               ,P             
300001288,EUR          ,3485.98,2929.4,556.58,N               ,P             
300001289,EUR          ,6127.29,5148.98,978.31,N               ,P             
300001290,EUR          ,13274.68,11155.2,2119.48,N               ,P             
300001291,EUR          ,1933.73,1624.98,308.75,N               ,P             
300001292,EUR          ,2153.9,1810,343.9,N               ,P             
300001293,EUR          ,5622.75,4725,897.75,N               ,P             
300001294,EUR          ,20476.33,17207,3269.33,N               ,P             
300001295,EUR          ,90278.16,75864,14414.16,N               ,P             
300001296,EUR          ,12848.43,10797,2051.43,N               ,P             
300001297,EUR          ,1067.43,897,170.43,N               ,P             
300001298,EUR          ,5257.42,4418,839.42,N               ,P             
300001299,EUR          ,16756.39,14081,2675.39,N               ,P             
300001300,EUR          ,7349.35,6175.92,1173.43,N               ,P             
300001301,EUR          ,11252.64,9456,1796.64,N               ,P             
300001302,EUR          ,3140.41,2639,501.41,N               ,P             
300001303,EUR          ,6251.07,5253,998.07,N               ,P             
300001304,EUR          ,3944.82,3314.97,629.85,N               ,P             
300001305,EUR          ,125635.44,105576,20059.44,N               ,P             
300001306,EUR          ,974.61,819,155.61,N               ,P             
300001307,EUR          ,3669.96,3084,585.96,N               ,P             
300001308,EUR          ,7677.85,6451.97,1225.88,N               ,P             
300001309,EUR          ,3453.38,2902,551.38,N               ,P             
300001310,EUR          ,12644.94,10626,2018.94,N               ,P             
300001311,EUR          ,4598.16,3864,734.16,N               ,P             
300001312,EUR          ,722.23,606.91,115.32,N               ,P             
300001313,EUR          ,2354.54,1978.6,375.94,N               ,P             
300001314,EUR          ,10281.6,8640,1641.6,N               ,P             
300001315,EUR          ,213043.32,179028,34015.32,N               ,P             
300001316,EUR          ,222.41,186.9,35.51,N               ,P             
300001317,EUR          ,808.84,679.7,129.14,N               ,P             
300001318,EUR          ,4137.63,3477,660.63,N               ,P             
300001319,EUR          ,1995.63,1677,318.63,N               ,P             
300001320,EUR          ,11320.47,9513,1807.47,N               ,P             
300001321,EUR          ,12848.43,10797,2051.43,N               ,P             
300001322,EUR          ,514.08,432,82.08,N               ,P             
300001323,EUR          ,3260.6,2740,520.6,N               ,P             
300001324,EUR          ,6117.69,5140.92,976.77,N               ,P             
300001325,EUR          ,14307.48,12023.1,2284.38,N               ,P             
300001326,EUR          ,3510.74,2950.2,560.54,N               ,P             
300001327,EUR          ,8979.74,7546,1433.74,N               ,P             
300001328,EUR          ,5519.22,4638,881.22,N               ,P             
300001329,EUR          ,14102.69,11851,2251.69,N               ,P             
300001330,EUR          ,3483.13,2927,556.13,N               ,P             
300001331,EUR          ,53780.86,45194,8586.86,N               ,P             
300001332,EUR          ,4872.25,4094.33,777.92,N               ,P             
300001333,EUR          ,8811.95,7405,1406.95,N               ,P             
300001334,EUR          ,5033.7,4230,803.7,N               ,P             
300001335,EUR          ,4031.72,3388,643.72,N               ,P             
300001336,EUR          ,6282.82,5279.68,1003.14,N               ,P             
300001337,EUR          ,12603.29,10591,2012.29,N               ,P             
300001338,EUR          ,6178.48,5192,986.48,N               ,P             
300001339,EUR          ,7191.17,6043,1148.17,N               ,P             
300001340,EUR          ,19331.55,16245,3086.55,N               ,P             
300001341,EUR          ,3297.49,2771,526.49,N               ,P             
300001342,EUR          ,1463.58,1229.9,233.68,N               ,P             
300001343,EUR          ,7892.07,6631.99,1260.08,N               ,P             
300001344,EUR          ,5115.77,4298.97,816.8,N               ,P             
300001345,EUR          ,521.22,438,83.22,N               ,P             
300001346,EUR          ,3297.49,2771,526.49,N               ,P             
300001347,EUR          ,7775.46,6534,1241.46,N               ,P             
300001348,EUR          ,5234.8,4398.99,835.81,N               ,P             
300001349,EUR          ,24302.18,20422,3880.18,N               ,P             
300001350,EUR          ,5007.75,4208.2,799.55,N               ,P             
300001351,EUR          ,3653.3,3070,583.3,N               ,P             
300001352,EUR          ,4074.08,3423.6,650.48,N               ,P             
300001353,EUR          ,4696.93,3947,749.93,N               ,P             
300001354,EUR          ,8509.64,7150.96,1358.68,N               ,P             
300001355,EUR          ,6436.71,5409,1027.71,N               ,P             
300001356,EUR          ,2942.87,2473,469.87,N               ,P             
300001357,EUR          ,8509.67,7150.98,1358.69,N               ,P             
300001358,EUR          ,6053.53,5087,966.53,N               ,P             
300001359,EUR          ,1113.84,936,177.84,N               ,P             
300001360,EUR          ,660.4,554.95,105.45,N               ,P             
300001361,EUR          ,4676.7,3930,746.7,N               ,P             
300001362,EUR          ,7771.81,6530.93,1240.88,N               ,P             
300001363,EUR          ,11816.17,9929.55,1886.62,N               ,P             
300001364,EUR          ,4523.19,3801,722.19,N               ,P             
300001365,EUR          ,9935.31,8349,1586.31,N               ,P             
300001366,EUR          ,3982.93,3347,635.93,N               ,P             
300001367,EUR          ,3259.41,2739,520.41,N               ,P             
300001368,EUR          ,4249.49,3571,678.49,N               ,P             
300001369,EUR          ,7539.84,6336,1203.84,N               ,P             
300001370,EUR          ,11506.11,9669,1837.11,N               ,P             
300001371,EUR          ,3752.07,3153,599.07,N               ,P             
300001372,EUR          ,549.78,462,87.78,N               ,P             
300001373,EUR          ,2343.94,1969.7,374.24,N               ,P             
300001374,EUR          ,6298.57,5292.92,1005.65,N               ,P             
300001375,EUR          ,3510.75,2950.2,560.55,N               ,P             
300001376,EUR          ,11738.16,9864,1874.16,N               ,P             
300001377,EUR          ,13258.98,11142,2116.98,N               ,P             
300001378,EUR          ,16561.23,13917,2644.23,N               ,P             
300001379,EUR          ,3422.44,2876,546.44,N               ,P             
300001380,EUR          ,8745.31,7349,1396.31,N               ,P             
300001381,EUR          ,5961.53,5009.69,951.84,N               ,P             
300001382,EUR          ,31419.57,26403,5016.57,N               ,P             
300001383,EUR          ,7450.59,6261,1189.59,N               ,P             
300001384,EUR          ,3803.24,3196,607.24,N               ,P             
300001385,EUR          ,7134.01,5994.96,1139.05,N               ,P             
300001386,EUR          ,8212.15,6900.97,1311.18,N               ,P             
300001387,EUR          ,3257.03,2737,520.03,N               ,P             
300001388,EUR          ,2645.37,2223,422.37,N               ,P             
300001389,EUR          ,7022.19,5901,1121.19,N               ,P             
